,speakerid,filename,birthplace,native_language,age,sex,age_onset
475,476,spanish34,"cartagena, spain",spanish,3,male,5
476,477,croatian1,"unije, croatia",croatian,3,female,5
477,478,turkish8,"sivas, turkey",turkish,3,male,5
478,479,spanish35,"mexico city, mexico",spanish,3,male,5
479,480,english124,"brooklyn, new york, usa",english,3,male,5
480,481,taiwanese5,"tainan, taiwan",taiwanese,3,male,5
481,482,polish5,"ozarow maz, poland",polish,3,male,5
482,483,korean10,"gwangju, south korea",korean,3,male,5
483,484,luo2,"maseno, kenya",luo,3,female,5
484,485,english125,"st. george, queensland, australia",english,3,male,5
485,486,japanese8,"tokyo, japan",japanese,3,male,5
486,487,english126,"cincinnati, ohio, usa",english,3,female,5
487,488,tswana1,"kalamare, botswana",tswana,3,male,5
488,489,english127,"new britain, connecticut, usa",english,3,male,5
489,490,english128,"miami, florida, usa",english,3,female,5
490,491,mandarin10,"beijing, china",mandarin,3,male,5
491,492,english129,"blackpool, lancashire, uk",english,3,male,5
492,493,swiss,"eischoll, switzerland",swiss,3,male,5
493,494,cantonese7,"hong kong, china",cantonese,3,male,5
494,495,portuguese11,"sao paulo, brazil",portuguese,3,female,5
495,496,english130,"port elizabeth, south africa",english,3,male,5
496,497,english131,"west palm beach, florida, usa",english,3,male,5
497,498,cantonese8,"hong kong, china",cantonese,3,female,5
498,499,spanish36,"montevideo, uruguay",spanish,3,male,5
499,500,french10,"bordeaux, france",french,3,male,5
500,501,german7,"berlin, germany",german,3,male,5
501,502,cantonese9,"hong kong, china",cantonese,3,male,5
502,503,english132,"toronto, ontario, canada",english,3,female,5
503,504,english133,"norwich, new york, usa",english,3,female,5
504,505,cantonese10,"xiamen, fujian, china",cantonese,3,female,5
505,506,english134,"belfast, northern ireland, uk",english,3,female,5
506,507,english135,"orange beach, alabama, usa",english,3,male,5
507,508,english136,"calgary, alberta, canada",english,3,male,5
508,509,english137,"charleston, west virginia, usa",english,3,male,5
509,510,english138,"palmer, alaska, usa",english,3,female,5
510,511,english139,"providence, rhode island, usa",english,3,male,5
511,512,arabic17,"settat, morocco",arabic,3,male,5
512,513,portuguese12,"lisbon, portugal",portuguese,3,male,5
513,514,french11,"limoges, france",french,3,male,5
514,515,english140,"quezon city, philippines",english,3,male,5
515,516,english141,"york, uk",english,3,male,5
516,517,english142,"avon, new york, usa",english,3,male,5
517,518,english143,"minneapolis, minnesota, usa",english,3,male,5
518,519,english144,"barneys river, nova scotia, canada",english,3,male,5
519,520,portuguese13,"santa maria, rio grande do sul, brazil",portuguese,3,male,5
520,521,english145,"bury st. edmunds, uk",english,3,male,5
521,522,english146,"blytheville, arkansas, usa",english,3,male,5
522,523,english147,"merced, california, usa",english,3,female,5
523,524,french12,"montreal, quebec, canada",french,3,female,5
524,525,english148,"sydney, australia",english,3,male,5
525,526,english149,"lawrenceville, georgia, usa",english,3,male,5
526,527,english150,"brownsville, kentucky, usa",english,3,male,5
527,528,english151,"baltimore, maryland, usa",english,3,male,5
528,529,english152,"adelaide, australia",english,3,male,5
529,530,serbian3,"belgrade, serbia",serbian,3,male,5
530,531,tamil3,"chennai, india",tamil,3,male,5
531,532,turkish9,"istanbul, turkey",turkish,3,male,5
532,533,english153,"brisbane, australia",english,3,male,5
533,534,english154,"glace bay, nova scotia, canada",english,3,male,5
534,535,english155,"oakland, california, usa",english,3,male,5
535,536,english156,"dublin, ireland",english,3,male,5
536,537,dutch3,"alkmaar, netherlands",dutch,3,male,5
537,538,english157,"fort worth, texas, usa",english,3,male,5
538,539,arabic18,"kuwait city, kuwait",arabic,3,male,5
539,540,english158,"washington, district of columbia, usa",english,3,female,5
540,541,english159,"ottawa, ontario, canada",english,3,male,5
541,542,english160,"redwood falls, minnesota, usa",english,3,female,5
542,543,japanese9,"yokohama, japan",japanese,3,male,5
543,544,cantonese11,"hong kong, china",cantonese,3,female,5
544,545,german8,"bernburg, germany",german,3,male,5
545,546,english161,"wakefield, ohio, usa",english,3,female,5
546,547,english163,"fairview park, ohio, usa",english,3,male,5
547,548,english162,"delaware, ohio, usa",english,3,female,5
548,549,english164,"leeds, uk",english,3,male,5
549,550,english165,"detroit, michigan, usa",english,3,female,5
550,551,english166,"glenside, pennsylvania, usa",english,3,male,5
551,552,english167,"lakeview, michigan, usa",english,3,male,5
552,553,italian7,"naples, italy",italian,3,male,5
553,554,english168,"oceanside, california, usa",english,3,male,5
554,555,english169,"cleveland, mississippi, usa",english,3,male,5
555,556,english170,"belmont, mississippi, usa",english,3,female,5
556,557,bulgarian6,"ruse, bulgaria",bulgarian,3,male,5
557,558,portuguese14,"sao paulo, brazil",portuguese,3,male,5
558,559,korean11,"seoul, south korea",korean,3,male,5
559,560,czech2,"velky osek, czech republic",czech,3,male,5
560,561,croatian2,"mostar, bosnia and herzegovina",croatian,3,female,5
561,562,norwegian4,"lakselv, norway",norwegian,3,male,5
562,563,english171,"st. louis, missouri, usa",english,3,male,5
563,564,english172,"kingston, jamaica",english,3,male,5
564,565,cebuano1,"cebu, philippines",cebuano,3,female,5
565,566,bulgarian7,"stara zagora, bulgaria",bulgarian,3,male,5
566,567,english173,"libertyville, illinois, usa",english,3,male,5
567,568,english174,"kuching, sarawak, malaysia",english,3,female,5
568,569,teochew1,"guangdong province, guangdong, china",teochew,3,female,5
569,570,greek4,"ioannina, greece",greek,3,male,5
570,571,yupik1,"bethel, alaska, usa",yupik,3,female,5
571,572,english175,"seattle, washington, usa",english,3,male,5
572,573,english176,"elizabeth city, north carolina, usa",english,3,female,5
573,574,english177,"new orleans, louisiana, usa",english,3,female,5
574,575,spanish37,"tegucigalpa, honduras",spanish,3,female,5
575,576,spanish38,"tegucigalpa, honduras",spanish,3,male,5
576,577,somali2,"erigavo, somalia",somali,3,male,5
577,578,turkish10,"ankara, turkey",turkish,3,male,5
578,579,ga1,"accra, ghana",ga,3,male,5
579,580,ganda1,"masaka, uganda",ganda,3,female,5
580,581,ngemba1,"bota, cameroon",ngemba,3,male,5
581,582,hindko1,"ghazi, pakistan",hindko,3,male,5
582,583,english178,"wilkes-barre, pennsylvania, usa",english,3,male,5
583,584,english179,"huron, south dakota, usa",english,3,male,5
584,585,english180,"newport, rhode island, usa",english,3,male,5
585,586,english181,"new eagle, pennsylvania, usa",english,3,male,5
586,587,hindi2,"hyderabad, india",hindi,3,male,5
587,588,tigrigna4,"asmara, eritrea",tigrigna,3,female,5
588,589,italian8,"bari, italy",italian,3,male,5
589,590,english182,"troy, new york, usa",english,3,male,5
590,591,estonian1,"tallinn, estonia",estonian,3,male,5
591,592,malayalam2,"trivandrum, kerala, india",malayalam,3,female,5
592,593,hindi3,"jalandhar, india",hindi,3,male,5
593,594,hungarian4,"szeged, hungary",hungarian,3,male,5
594,595,english183,"corriverton, guyana",english,3,female,5
595,596,lithuanian3,"kaunas, lithuania",lithuanian,3,female,5
596,597,english184,"hillsboro, oregon, usa",english,3,female,5
597,598,catalan2,"mataro, catalonia, spain",catalan,3,male,5
598,599,shona1,"bulawayo, zimbabwe",shona,3,female,5
599,600,somali3,"borama, somalia",somali,3,female,5
600,601,amazigh1,"tata, morocco",amazigh,3,male,5
601,602,cantonese12,"macau, china",cantonese,3,female,5
602,603,mende2,"freetown, sierra leone",mende,3,female,5
603,604,english185,"oxford, uk",english,3,male,5
604,605,english186,"gadsden, alabama, usa",english,3,female,5
605,606,english187,"algona, iowa, usa",english,3,female,5
606,607,mandarin11,"kao-hsiung, taiwan",mandarin,3,female,5
607,608,korean12,"sokcho, south korea",korean,3,male,5
608,609,russian14,"pskov, russia",russian,3,male,5
609,610,gujarati4,"ahmedabad, india",gujarati,3,female,5
610,611,english188,"edinburgh, scotland, uk",english,3,male,5
611,612,thai5,"bangkok, thailand",thai,3,male,5
612,613,,,,,,
613,614,spanish39,"pamplona, spain",spanish,3,male,5
614,615,portuguese15,"sao paulo, brazil",portuguese,3,male,5
615,616,german9,"wuppertal, germany",german,3,male,5
616,617,english189,"grand forks, north dakota, usa",english,3,male,5
617,618,english190,"oak park, illinois, usa",english,3,male,5
618,619,italian9,"turin, italy",italian,3,male,5
619,620,swedish6,"goteborg, sweden",swedish,3,male,5
620,621,greek5,"nicosia, cyprus",greek,3,male,5
621,622,bengali5,"dhaka, bangladesh",bengali,3,female,5
622,623,mandarin12,"singapore, singapore",mandarin,3,male,5
623,624,bengali6,"jamshedpur, jharkhand, india",bengali,3,male,5
624,625,arabic19,"khouribga, morocco",arabic,3,male,5
625,626,polish6,"torun, poland",polish,3,female,5
626,627,italian10,"palermo, italy",italian,3,male,5
627,628,french13,"bordeaux, france",french,3,male,5
628,629,french14,"paris, france",french,3,female,5
629,630,swedish7,"sollentuna, sweden",swedish,3,female,5
630,631,english191,"las cruces, new mexico, usa",english,3,male,5
631,632,portuguese16,"porto alegre, brazil",portuguese,3,male,5
632,633,french15,"sens, france",french,3,male,5
633,634,turkish11,"kocaeli, turkey",turkish,3,female,5
634,635,german10,"darmstadt, germany",german,3,male,5
635,636,english192,"east lansing, michigan, usa",english,3,female,5
636,637,english193,"honolulu, hawaii, usa",english,3,male,5
637,638,english194,"manchester, england, uk",english,3,male,5
638,639,english195,"delavan, wisconsin, usa",english,3,female,5
639,640,german11,"frankfurt, germany",german,3,female,5
640,641,italian11,"cagliari, italy",italian,3,male,5
641,642,dari2,"kabul, afghanistan",dari,3,male,5
642,643,arabic20,"chtaura, beqa valley, lebanon",arabic,3,male,5
643,644,spanish40,"cartago, costa rica",spanish,3,male,5
644,645,slovenian1,"slovenj gradec, slovenia",slovenian,3,female,5
645,646,uzbek3,"tashkent, uzbekistan",uzbek,3,male,5
646,647,russian15,"ayaguz, kazakhstan",russian,3,female,5
647,648,russian16,"minsk, belarus",russian,3,male,5
648,649,ukrainian1,"kyiv, ukraine",ukrainian,3,male,5
649,650,belarusan2,"minsk, belarus",belarusan,3,female,5
650,651,german12,"feldkirch, austria",german,3,female,5
651,652,german13,"eschen, liechtenstein",german,3,female,5
652,653,czech3,"nachod, czech republic",czech,3,male,5
653,654,english196,"suva, fiji",english,3,female,5
654,655,fijian1,"savusavu, vanua levu, fiji",fijian,3,male,5
655,656,fijian2,"suva, fiji",fijian,3,female,5
656,657,fijian3,"suva, fiji",fijian,3,female,5
657,658,french16,"montreal, quebec, canada",french,3,female,5
658,659,rotuman1,"vatukoula, fiji",rotuman,3,female,5
659,660,rotuman2,"rotuma, rotuma, fiji",rotuman,3,male,5
660,661,croatian3,"split, croatia",croatian,3,female,5
661,662,english197,"iowa city, iowa, usa",english,3,male,5
662,663,english198,"washington, district of columbia, usa",english,3,male,5
663,664,english199,"bay shore, new york, usa",english,3,male,5
664,665,icelandic2,"akranes, iceland",icelandic,3,female,5
665,666,,,,,,
666,667,english200,"berkeley, california, usa",english,3,female,5
667,668,english201,"warren, michigan, usa",english,3,female,5
668,669,kurdish2,"hawler, kurdistan, iraq",kurdish,3,male,5
669,670,arabic21,"beirut, lebanon",arabic,3,female,5
670,671,russian17,"pskov, russia",russian,3,male,5
671,672,turkish12,"giresun, turkey",turkish,3,male,5
672,673,english202,"crisfield, maryland, usa",english,3,male,5
673,674,english203,"boston, massachusetts, usa",english,3,female,5
674,675,german14,"vienna, austria",german,3,female,5
675,676,german15,"innsbruck, austria",german,3,male,5
676,677,tagalog5,"tarlac city, philippines",tagalog,3,female,5
677,678,english204,"chicago, illinois, usa",english,3,male,5
678,679,english205,"blue earth, minnesota, usa",english,3,female,5
679,680,english206,"hucknall, nottinghamshire, england, uk",english,3,female,5
680,681,italian12,"bellinzona, switzerland",italian,3,female,5
681,682,swiss,"winterthur, switzerland",swiss,3,female,5
682,683,french17,"fribourg, switzerland",french,3,male,5
683,684,english207,"wilkes-barre, pennsylvania, usa",english,3,female,5
684,685,mandarin13,"nantou, taiwan",mandarin,3,male,5
685,686,turkish13,"istanbul, turkey",turkish,3,female,5
686,687,bavarian1,"erding, bavaria, germany",bavarian,3,female,5
687,688,romanian5,"bucharest, romania",romanian,3,female,5
688,689,romanian6,"bucharest, romania",romanian,3,male,5
689,690,romanian8,"bucharest, romania",romanian,3,male,5
690,691,romanian9,"bacau, romania",romanian,3,female,5
691,692,romanian10,"bucharest, romania",romanian,3,female,5
692,693,romanian11,"buzau, romania",romanian,3,male,5
693,694,romanian7,"bucharest, romania",romanian,3,male,5
694,695,english208,"washington, dc, usa",english,3,male,5
695,696,pashto1,"kabul, kandahar, afghanistan",pashto,3,female,5
696,697,norwegian5,"oslo, norway",norwegian,3,female,5
697,698,thai6,"sukhothai, thailand",thai,3,male,5
698,699,finnish3,"helsinki, finland",finnish,3,female,5
699,700,finnish4,"helsinki, finland",finnish,3,female,5
700,701,swedish8,"helsinki, finland",swedish,3,female,5
701,702,english209,"saint johns, antigua and barbuda",english,3,female,5
702,703,sesotho1,"maseru, lesotho",sesotho,3,female,5
703,704,serbian4,"velika plana, serbia",serbian,3,male,5
704,705,english210,"trenton, nova scotia, canada",english,3,female,5
705,706,spanish41,"bonao, dominican republic",spanish,3,male,5
706,707,newari1,"kathmandu, nepal",newari,3,male,5
707,708,chittagonian1,"chittagong, bangladesh",chittagonian,3,male,5
708,709,bengali8,"noakhali, bangladesh",bengali,3,male,5
709,710,bengali7,"mymensingh, bangladesh",bengali,3,male,5
710,711,sylheti1,"sylhet, bangladesh",sylheti,3,male,5
711,712,spanish42,"bogota, colombia",spanish,3,female,5
712,713,georgian3,"tbilisi, republic of georgia",georgian,3,male,5
713,714,spanish43,"santiago-dr, dominican republic",spanish,3,male,5
714,715,spanish45,"santiago-dr, dominican republic",spanish,3,female,5
715,716,spanish44,"la romana, dominican republic",spanish,3,female,5
716,717,spanish46,"santo domingo, dominican republic",spanish,3,male,5
717,718,spanish47,"santo domingo, dominican republic",spanish,3,female,5
718,719,mandarin14,"dalian, liaoning, china",mandarin,3,male,5
719,720,english211,"worcester, massachusetts, usa",english,3,male,5
720,721,georgian4,"tbilisi, republic of georgia",georgian,3,male,5
721,722,serbian5,"belgrade, serbia",serbian,3,male,5
722,723,serbian6,"kraljevo, serbia",serbian,3,male,5
723,724,serbian7,"belgrade, serbia",serbian,3,female,5
724,725,serbian9,"kragujevac, serbia",serbian,3,female,5
725,726,serbian8,"kraljevo, serbia",serbian,3,male,5
726,727,serbian10,"belgrade, serbia",serbian,3,male,5
727,728,polish7,"przemet, poland",polish,3,male,5
728,729,english212,"spartanburg, south carolina, usa",english,3,male,5
729,730,cantonese13,"hong kong, china",cantonese,3,female,5
730,731,spanish48,"bilbao, spain",spanish,3,male,5
731,732,spanish49,"tandil, argentina",spanish,3,male,5
732,733,italian13,"enna, italy",italian,3,male,5
733,734,english213,"dodge city, kansas, usa",english,3,male,5
734,735,turkish14,"istanbul, turkey",turkish,3,female,5
735,736,turkish15,"ankara, turkey",turkish,3,male,5
736,737,english214,"myrtle beach, south carolina, usa",english,3,male,5
737,738,english215,"lemington spa, warwickshire, uk",english,3,male,5
738,739,english216,"chicago, illinois, usa",english,3,female,5
739,740,english217,"harrow, middlesex, uk",english,3,male,5
740,741,french18,"washington, dc, usa",french,3,male,5
741,742,cantonese14,"hong kong, china",cantonese,3,female,5
742,743,dutch4,"bilzen, flanders, belgium",dutch,3,male,5
743,744,serbian11,"belgrade, serbia",serbian,3,male,5
744,745,turkish16,"kars, turkey",turkish,3,male,5
745,746,mandarin15,"tainan, taiwan",mandarin,3,female,5
746,747,english218,"abingdon, virginia, usa",english,3,female,5
747,748,english219,"oakland, california, usa",english,3,female,5
748,749,english220,"anaheim, california, usa",english,3,female,5
749,750,mandarin16,"taipei, taiwan",mandarin,3,male,5
750,751,punjabi3,"moga, punjab, india",punjabi,3,male,5
751,752,spanish50,"santo domingo, dominican republic",spanish,3,male,5
752,753,spanish51,"caguas, puerto rico",spanish,3,male,5
753,754,english221,"london, uk",english,3,male,5
754,755,french19,"grenoble, france",french,3,male,5
755,756,yoruba2,"ibadan, oyo, nigeria",yoruba,3,female,5
756,757,nepali2,"kathmandu, nepal",nepali,3,female,5
757,758,burmese1,"yangon, myanmar",burmese,3,female,5
758,759,korean13,"pusan, south korea",korean,3,female,5
759,760,igbo2,"kafanchan, nigeria",igbo,3,male,5
760,761,italian14,"cosenza, italy",italian,3,male,5
761,762,mongolian3,"ulaanbaatar, mongolia",mongolian,3,male,5
762,763,turkish17,"ankara, turkey",turkish,3,male,5
763,764,english222,"auburn, indiana, usa",english,3,female,5
764,765,hindi4,"bhilwara, rajisthan, india",hindi,3,female,5
765,766,yoruba3,"lagos, nigeria",yoruba,3,female,5
766,767,english223,"erie, pennsylvania, usa",english,3,male,5
767,768,english224,"bridgetown, barbados",english,3,male,5
768,769,polish8,"otwock, poland",polish,3,male,5
769,770,dutch5,"rotterdam, netherlands",dutch,3,female,5
770,771,english225,"dundee, scotland, uk",english,3,male,5
771,772,english226,"walton-on-thames, surrey, uk",english,3,male,5
772,773,english227,"camberley, surrey, uk",english,3,female,5
773,774,english228,"glasgow, scotland, uk",english,3,female,5
774,775,english229,"burlington, vermont, usa",english,3,male,5
775,776,english230,"launceston, tasmania, australia",english,3,male,5
776,777,spanish52,"popayan, cauca, colombia",spanish,3,female,5
777,778,pulaar1,"dakar, senegal",pulaar,3,female,5
778,779,pulaar2,"rufisque, senegal",pulaar,3,male,5
779,780,serer1,"fatick, senegal",serer,3,male,5
780,781,wolof3,"khombole, senegal",wolof,3,female,5
781,782,wolof4,"dagana, senegal",wolof,3,female,5
782,783,wolof5,"saint louis, senegal",wolof,3,female,5
783,784,jola1,"ziguinchor, senegal",jola,3,male,5
784,785,xasonga1,"tambacounda, senegal",xasonga,3,female,5
785,786,pulaar3,"dakar, senegal",pulaar,3,male,5
786,787,bambara4,"goudiri, senegal",bambara,3,male,5
787,788,balanta,"koussi, senegal",balanta,3,male,5
788,789,mandinka1,"ziguinchor, senegal",mandinka,3,male,5
789,790,mankanya1,"goudomp, senegal",mankanya,3,male,5
790,791,english231,"tampa, florida, usa",english,3,male,5
791,792,pashto2,"kabul, kandahar, afghanistan",pashto,3,female,5
792,793,english233,"edmonton, alberta, canada",english,3,female,5
793,794,english234,"bloomington, indiana, usa",english,3,male,5
794,795,english235,"richmond, virginia, usa",english,3,female,5
795,796,mandarin17,"wuhan, hubei, china",mandarin,3,male,5
796,797,spanish53,"bogota, colombia",spanish,3,male,5
797,798,english232,"metairie, louisiana, usa",english,3,female,5
798,799,english236,"st. charles, illinois, usa",english,3,male,5
799,800,spanish54,"vina del mar, chile",spanish,3,male,5
800,801,english237,"jeffersonville, ohio, usa",english,3,female,5
801,802,english238,"vancouver, british  columbia, canada",english,3,female,5
802,803,english239,"fort kobbe, panama",english,3,male,5
803,804,french20,"alma, quebec, canada",french,3,male,5
804,805,tagalog6,"quezon city, philippines",tagalog,3,male,5
805,806,portuguese17,"salinas, brazil",portuguese,3,male,5
806,807,nepali3,"dharan, nepal",nepali,3,male,5
807,808,bosnian3,"sarajevo, bosnia and herzegovina",bosnian,3,female,5
808,809,kurdish3,"sulaymaniyah, iraq",kurdish,3,female,5
809,810,spanish55,"tandil, argentina",spanish,3,male,5
810,811,french21,"amiens, france",french,3,male,5
811,812,portuguese18,"almada, portugal",portuguese,3,female,5
812,813,greek6,"igoumenitsa, greece",greek,3,female,5
813,814,icelandic3,"reykjavik, iceland",icelandic,3,female,5
814,815,english240,"guelph, ontario, canada",english,3,male,5
815,816,lithuanian4,"klaipeda, lithuania",lithuanian,3,female,5
816,817,english241,"wanganui, new zealand",english,3,female,5
817,818,english242,"laurel, mississippi, usa",english,3,female,5
818,819,vlaams1,"tervuren, belgium",vlaams,3,male,5
819,820,english243,"fredericton, new brunswick, canada",english,3,male,5
820,821,english244,"san francisco, california, usa",english,3,male,5
821,822,french22,"ghent, belgium",french,3,female,5
822,823,french23,"ghent, belgium",french,3,female,5
823,824,english245,"pittsburgh, pennsylvania, usa",english,3,male,5
824,825,english246,"los angeles, california, usa",english,3,male,5
825,826,uyghur2,"kashgar, china",uyghur,3,female,5
826,827,japanese10,"hakodate, japan",japanese,3,female,5
827,828,taiwanese6,"tai chung, taiwan",taiwanese,3,female,5
828,829,portuguese19,"florianopolis, brazil",portuguese,3,male,5
829,830,nepali4,"pokhara, nepal",nepali,3,male,5
830,831,russian18,"komsomolsk-on-amur, russia",russian,3,male,5
831,832,french24,"mostaganem, algeria",french,3,male,5
832,833,portuguese20,"campinas, brazil",portuguese,3,male,5
833,834,russian19,"zhezkazgan, kazakhstan",russian,3,male,5
834,835,english247,"prince rupert, british columbia, canada",english,3,male,5
835,836,punjabi4,"moga, india",punjabi,3,female,5
836,837,marathi3,"bombay, india",marathi,3,male,5
837,838,spanish56,"monterrey, mexico",spanish,3,male,5
838,839,italian15,"forli, italy",italian,3,male,5
839,840,english248,"philadelphia, pennsylvania, usa",english,3,female,5
840,841,polish9,"ostroleka, poland",polish,3,female,5
841,842,polish10,"wolanow, poland",polish,3,female,5
842,843,polish11,"warsaw, poland",polish,3,female,5
843,844,ukrainian2,"akhtyrka, ukraine",ukrainian,3,female,5
844,845,hindi5,"hubballi, karnataka, india",hindi,3,female,5
845,846,hungarian5,"budapest, hungary",hungarian,3,female,5
846,847,dutch6,"brussels, belgium",dutch,3,female,5
847,848,bulgarian8,"sofia, bulgaria",bulgarian,3,female,5
848,849,armenian3,"yerevan, armenia",armenian,3,female,5
849,850,english249,"boston, massachusetts, usa",english,3,female,5
850,851,yoruba4,"lagos, nigeria",yoruba,3,male,5
851,852,english250,"chester, england, uk",english,3,male,5
852,853,swiss,"muri, aargau, switzerland",swiss,3,male,5
853,854,urdu4,"kuwait city, kuwait",urdu,3,male,5
854,855,english251,"mt. kisco, new york, usa",english,3,male,5
855,856,english252,"san jose ca, california, usa",english,3,female,5
856,857,english253,"dublin, ireland",english,3,male,5
857,858,english254,"eugene, oregon, usa",english,3,male,5
858,859,english255,"oamaru, new zealand",english,3,female,5
859,860,french25,"st. louis fr, france",french,3,male,5
860,861,english256,"laurinburg, north carolina, usa",english,3,male,5
861,862,cantonese15,"qingyuan, guangdong, china",cantonese,3,female,5
862,863,english257,"san diego, california, usa",english,3,male,5
863,864,ukrainian3,"odessa, ukraine",ukrainian,3,female,5
864,865,romanian12,"chisinau, moldova",romanian,3,female,5
865,866,hindi6,"new delhi, india",hindi,3,female,5
866,867,hindi7,"allahabad, utter pardesh, india",hindi,3,female,5
867,868,albanian4,"mitrovice, kosovo",albanian,3,male,5
868,869,english258,"kilkenny, ireland",english,3,male,5
869,870,english259,"singapore, singapore",english,3,male,5
870,871,english260,"phoenix, arizona, usa",english,3,female,5
871,872,mandarin18,"taoyuan, taiwan",mandarin,3,female,5
872,873,finnish5,"victoria, british columbia, canada",finnish,3,male,5
873,874,cantonese16,"hong kong, china",cantonese,3,female,5
874,875,english261,"forestville, maryland, usa",english,3,female,5
875,876,english262,"naylor, maryland, usa",english,3,male,5
876,877,kiswahili5,"tanga, tanzania",kiswahili,3,female,5
877,878,cantonese17,"hong kong, china",cantonese,3,female,5
878,879,czech4,"prague, czech republic",czech,3,female,5
879,880,hungarian6,"budapest, hungary",hungarian,3,female,5
880,881,german16,"bremen, germany",german,3,female,5
881,882,german17,"frankfurt, germany",german,3,female,5
882,883,polish12,"warsaw, poland",polish,3,male,5
883,884,english263,"oak forest, illinois, usa",english,3,male,5
884,885,cantonese18,"hong kong, china",cantonese,3,male,5
885,886,spanish57,"montevideo, uruguay",spanish,3,male,5
886,887,kiswahili6,"dar-es-salaam, tanzania",kiswahili,3,female,5
887,888,macedonian2,"stip, macedonia",macedonian,3,male,5
888,889,english264,"freemont, california, usa",english,3,male,5
889,890,english265,"vancouver wa, washington, usa",english,3,male,5
890,891,portuguese21,"sao paulo, brazil",portuguese,3,male,5
891,892,korean14,"kota kinabalu, malaysia",korean,3,female,5
892,893,german18,"bad aussee, austria",german,3,male,5
893,894,serbian12,"vranje, serbia",serbian,3,female,5
894,895,dutch7,"amsterdam, netherlands",dutch,3,male,5
895,896,dutch8,"alphen aan de ryn, netherlands",dutch,3,female,5
896,897,dutch9,"almelo, netherlands",dutch,3,female,5
897,898,thai7,"phrae, thailand",thai,3,female,5
898,899,english266,"san diego, california, usa",english,3,male,5
899,900,english267,"leeds, uk",english,3,male,5
900,901,english268,"leeds, uk",english,3,female,5
901,902,english269,"adelaide, australia",english,3,female,5
902,903,english270,"cape town, south africa",english,3,male,5
903,904,english271,"cape town, south africa",english,3,female,5
904,905,english272,"dallas, texas, usa",english,3,male,5
905,906,spanish58,"bogota, colombia",spanish,3,male,5
906,907,english273,"blue bell, pennsylvania, usa",english,3,male,5
907,908,spanish59,"mayaguez, puerto rico",spanish,3,female,5
908,909,english274,"sydney, australia",english,3,female,5
909,910,hindi8,"imphal, india",hindi,3,male,5
910,911,russian20,"kostanai, kazakhstan",russian,3,female,5
911,912,english275,"clifton, new jersey, usa",english,3,female,5
912,913,dutch10,"essen, belgium",dutch,3,male,5
913,914,hainanese1,"singapore, singapore",hainanese,3,male,5
914,915,spanish60,"santiago-dr, dominican republic",spanish,3,female,5
915,916,mandarin19,"qinzhou, guangxi, china",mandarin,3,male,5
916,917,french26,"montreal, quebec, canada",french,3,female,5
917,918,english276,"chattanooga, tennessee, usa",english,3,female,5
918,919,english277,"hudson, new york, usa",english,3,female,5
919,920,arabic22,"abu dhabi, united arab emirates",arabic,3,female,5
920,921,english278,"augusta, georgia, usa",english,3,female,5
921,922,english279,"singapore, singapore",english,3,female,5
922,923,bulgarian9,"ruse, bulgaria",bulgarian,3,female,5
923,924,spanish61,"azuaga, spain",spanish,3,male,5
924,925,spanish62,"buenos aires, argentina",spanish,3,female,5
925,926,turkish18,"stuttgart, germany",turkish,3,male,5
926,927,arabic23,"al mahalla, egypt",arabic,3,male,5
927,928,german19,"offenbach, germany",german,3,female,5
928,929,dutch11,"brugge, belgium",dutch,3,male,5
929,930,romanian13,"babadag, romanian",romanian,3,male,5
930,931,mandarin20,"ping tong, taiwan",mandarin,3,female,5
931,932,french27,"algiers, algeria",french,3,female,5
932,933,portuguese22,"luanda, angola",portuguese,3,female,5
933,934,kiswahili7,"dar-es-salaam, tanzania",kiswahili,3,female,5
934,935,english280,"ramsey, isle of man",english,3,female,5
935,936,german20,"chur, switzerland",german,3,male,5
936,937,english281,"ramsey mn, minnesota, usa",english,3,male,5
937,938,portuguese23,"curitiba, brazil",portuguese,3,female,5
938,939,english282,"tampa, florida, usa",english,3,male,5
939,940,ukrainian4,"kiev, ukraine",ukrainian,3,male,5
940,941,hebrew7,"jerusalem, israel",hebrew,3,male,5
941,942,italian16,"mantua, italy",italian,3,male,5
942,943,bosnian4,"travnik, bosnia and herzegovina",bosnian,3,male,5
943,944,bosnian5,"travnik, bosnia and herzegovina",bosnian,3,female,5
944,945,serbian13,"teslic, bosnia and herzegovina",serbian,3,female,5
945,946,albanian5,"vlore, albania",albanian,3,male,5
946,947,armenian4,"tbilisi, republic of georgia",armenian,3,female,5
947,948,macedonian3,"stip, macedonia",macedonian,3,male,5
948,949,macedonian4,"stip, macedonia",macedonian,3,male,5
949,950,croatian4,"rijeka, croatia",croatian,3,male,5
950,951,english283,"pelham, new york, usa",english,3,male,5
951,952,english284,"gainesville, florida, usa",english,3,male,5
952,953,urdu5,"karachi, pakistan",urdu,3,male,5
953,954,russian21,"moscow, russia",russian,3,female,5
954,955,ukrainian5,"kiev, ukraine",ukrainian,3,male,5
955,956,dutch12,"oosterbeek, netherlands",dutch,3,male,5
956,957,french28,"port-au-prince, haiti",french,3,female,5
957,958,polish13,"gryfino, western pomerania, poland",polish,3,male,5
958,959,spanish63,"la coruna, spain",spanish,3,female,5
959,960,portuguese24,"santos, brazil",portuguese,3,female,5
960,961,english285,"melbourne, australia",english,3,male,5
961,962,spanish64,"medellin, colombia",spanish,3,male,5
